@relation TestData

@attribute cord0 numeric
@attribute cord1 numeric
@attribute cord2 numeric
@attribute cord3 numeric
@attribute cord4 numeric
@attribute cord5 numeric
@attribute cord6 numeric
@attribute cord7 numeric
@attribute cord8 numeric
@attribute cord9 numeric

@data
6.0,11.0,1.73205080757,3.0,13.2916013583,21.0,0.5,0.3,1.0,1263.0
6.0,11.0,1.73205080757,3.0,13.2916013583,21.0,0.5,0.4,1.0,1292.0
6.0,11.0,1.73205080757,3.0,13.2916013583,21.0,0.5,0.5,1.0,1258.0
241.0,17.0,79.1012010023,138.0,16.6475759421,32.0871369295,0.3,0.3,1.0,3547.0
241.0,17.0,79.1012010023,138.0,16.6475759421,32.0871369295,0.3,0.4,1.0,3350.0
241.0,17.0,79.1012010023,138.0,16.6475759421,32.0871369295,0.3,0.5,1.0,3471.0
241.0,17.0,79.1012010023,138.0,16.6475759421,32.0871369295,0.4,0.3,1.0,2589.0
241.0,17.0,79.1012010023,138.0,16.6475759421,32.0871369295,0.4,0.4,1.0,2925.0
241.0,17.0,79.1012010023,138.0,16.6475759421,32.0871369295,0.4,0.5,1.0,2698.0
241.0,17.0,79.1012010023,138.0,16.6475759421,32.0871369295,0.5,0.3,1.0,1881.0
241.0,17.0,79.1012010023,138.0,16.6475759421,32.0871369295,0.5,0.4,1.0,1795.0
241.0,17.0,79.1012010023,138.0,16.6475759421,32.0871369295,0.5,0.5,1.0,1838.0
21.0,19.0,6.40312423743,10.0,11.1635948664,23.5714285714,0.3,0.3,1.0,1407.0
21.0,19.0,6.40312423743,10.0,11.1635948664,23.5714285714,0.3,0.4,1.0,1460.0
21.0,19.0,6.40312423743,10.0,11.1635948664,23.5714285714,0.3,0.5,1.0,1441.0
21.0,19.0,6.40312423743,10.0,11.1635948664,23.5714285714,0.4,0.3,1.0,1294.0
21.0,19.0,6.40312423743,10.0,11.1635948664,23.5714285714,0.4,0.4,1.0,1336.0
21.0,19.0,6.40312423743,10.0,11.1635948664,23.5714285714,0.4,0.5,1.0,1732.0
21.0,19.0,6.40312423743,10.0,11.1635948664,23.5714285714,0.5,0.3,1.0,1282.0
21.0,19.0,6.40312423743,10.0,11.1635948664,23.5714285714,0.5,0.4,1.0,1375.0
21.0,19.0,6.40312423743,10.0,11.1635948664,23.5714285714,0.5,0.5,1.0,1247.0
120.0,17.0,39.8371685741,67.0,17.2085230014,32.9083333333,0.3,0.3,1.0,2917.0
120.0,17.0,39.8371685741,67.0,17.2085230014,32.9083333333,0.3,0.4,1.0,2727.0
120.0,17.0,39.8371685741,67.0,17.2085230014,32.9083333333,0.3,0.5,1.0,2604.0
120.0,17.0,39.8371685741,67.0,17.2085230014,32.9083333333,0.4,0.3,1.0,1945.0
120.0,17.0,39.8371685741,67.0,17.2085230014,32.9083333333,0.4,0.4,1.0,1910.0
120.0,17.0,39.8371685741,67.0,17.2085230014,32.9083333333,0.4,0.5,1.0,1934.0
120.0,17.0,39.8371685741,67.0,17.2085230014,32.9083333333,0.5,0.3,1.0,1513.0
120.0,17.0,39.8371685741,67.0,17.2085230014,32.9083333333,0.5,0.4,1.0,1520.0
120.0,17.0,39.8371685741,67.0,17.2085230014,32.9083333333,0.5,0.5,1.0,1515.0
1.0,12.0,0.0,1.0,0.0,32.0,0.3,0.3,2.0,38156.0
1.0,12.0,0.0,1.0,0.0,32.0,0.3,0.4,1.0,10963.0
1.0,12.0,0.0,1.0,0.0,32.0,0.3,0.5,1.0,3714.0
1.0,12.0,0.0,1.0,0.0,32.0,0.4,0.3,2.0,3243.0
1.0,12.0,0.0,1.0,0.0,32.0,0.4,0.4,2.0,4194.0
1.0,12.0,0.0,1.0,0.0,32.0,0.4,0.5,2.0,2969.0
1.0,12.0,0.0,1.0,0.0,32.0,0.5,0.3,1.0,3044.0
1.0,12.0,0.0,1.0,0.0,32.0,0.5,0.4,1.0,3149.0
1.0,12.0,0.0,1.0,0.0,32.0,0.5,0.5,1.0,2924.0
963.0,20.0,350.714983997,459.0,16.1440139507,30.8629283489,0.3,0.3,1.0,7525.0
963.0,20.0,350.714983997,459.0,16.1440139507,30.8629283489,0.3,0.4,1.0,7121.0
963.0,20.0,350.714983997,459.0,16.1440139507,30.8629283489,0.3,0.5,1.0,7133.0
963.0,20.0,350.714983997,459.0,16.1440139507,30.8629283489,0.4,0.3,1.0,4182.0
963.0,20.0,350.714983997,459.0,16.1440139507,30.8629283489,0.4,0.4,1.0,4576.0
963.0,20.0,350.714983997,459.0,16.1440139507,30.8629283489,0.4,0.5,1.0,4382.0
963.0,20.0,350.714983997,459.0,16.1440139507,30.8629283489,0.5,0.3,2.0,2660.0
963.0,20.0,350.714983997,459.0,16.1440139507,30.8629283489,0.5,0.4,2.0,3283.0
963.0,20.0,350.714983997,459.0,16.1440139507,30.8629283489,0.5,0.5,2.0,2721.0
