@RELATION aprioriDataset
@attribute transactions numeric
@attribute items numeric
@attribute avg_transaction numeric
@attribute var_transaction numeric
@attribute avg_items numeric
@attribute var_items numeric
@attribute mediana_pca numeric
@attribute max_pca numeric
@attribute var_pca numeric
@attribute avg_pca numeric
@attribute minSup numeric
@attribute minConf numeric
@attribute workers numeric
@attribute time numeric
@data
2972,27,1208.88,1006.0,22.87,46.73,32.5,1.0,101.73,29.72,0.1,0.4,2,11280
2972,27,1208.88,1006.0,22.87,46.73,32.5,1.0,101.73,29.72,0.1,0.4,4,11771
2972,27,1208.88,1006.0,22.87,46.73,32.5,1.0,101.73,29.72,0.1,0.7,1,16071
2972,27,1208.88,1006.0,22.87,46.73,32.5,1.0,101.73,29.72,0.1,0.7,2,11528
2972,27,1208.88,1006.0,22.87,46.73,32.5,1.0,101.73,29.72,0.1,0.7,4,30150
1750,15,506.31,788.0,9.18,14.64,25.5,1.0,24.78,17.5,0.1,0.1,1,4640
1750,15,506.31,788.0,9.18,14.64,25.5,1.0,24.78,17.5,0.1,0.1,2,3762
1750,15,506.31,788.0,9.18,14.64,25.5,1.0,24.78,17.5,0.1,0.1,4,4025
1750,15,506.31,788.0,9.18,14.64,25.5,1.0,24.78,17.5,0.1,0.4,1,4712
1750,15,506.31,788.0,9.18,14.64,25.5,1.0,24.78,17.5,0.1,0.4,2,3794
1750,15,506.31,788.0,9.18,14.64,25.5,1.0,24.78,17.5,0.1,0.4,4,4184
1750,15,506.31,788.0,9.18,14.64,25.5,1.0,24.78,17.5,0.1,0.7,1,4550
1750,15,506.31,788.0,9.18,14.64,25.5,1.0,24.78,17.5,0.1,0.7,2,3847
1750,15,506.31,788.0,9.18,14.64,25.5,1.0,24.78,17.5,0.1,0.7,4,4009
497,24,193.85,227.0,23.43,47.59,7.0,1.0,9.56,4.97,0.1,0.1,1,33026
497,24,193.85,227.0,23.43,47.59,7.0,1.0,9.56,4.97,0.1,0.1,2,25582
497,24,193.85,227.0,23.43,47.59,7.0,1.0,9.56,4.97,0.1,0.1,4,26252
497,24,193.85,227.0,23.43,47.59,7.0,1.0,9.56,4.97,0.1,0.4,1,29499
497,24,193.85,227.0,23.43,47.59,7.0,1.0,9.56,4.97,0.1,0.4,2,23638
497,24,193.85,227.0,23.43,47.59,7.0,1.0,9.56,4.97,0.1,0.4,4,25954
497,24,193.85,227.0,23.43,47.59,7.0,1.0,9.56,4.97,0.1,0.7,1,26044
497,24,193.85,227.0,23.43,47.59,7.0,1.0,9.56,4.97,0.1,0.7,2,19186
497,24,193.85,227.0,23.43,47.59,7.0,1.0,9.56,4.97,0.1,0.7,4,19886
945,20,381.5,380.0,15.91,30.3,13.0,1.0,22.71,9.45,0.1,0.1,1,3752
945,20,381.5,380.0,15.91,30.3,13.0,1.0,22.71,9.45,0.1,0.1,2,3176
945,20,381.5,380.0,15.91,30.3,13.0,1.0,22.71,9.45,0.1,0.1,4,3374
945,20,381.5,380.0,15.91,30.3,13.0,1.0,22.71,9.45,0.1,0.4,1,3550
945,20,381.5,380.0,15.91,30.3,13.0,1.0,22.71,9.45,0.1,0.4,2,2987
945,20,381.5,380.0,15.91,30.3,13.0,1.0,22.71,9.45,0.1,0.4,4,3300
945,20,381.5,380.0,15.91,30.3,13.0,1.0,22.71,9.45,0.1,0.7,1,3348
945,20,381.5,380.0,15.91,30.3,13.0,1.0,22.71,9.45,0.1,0.7,2,3068
945,20,381.5,380.0,15.91,30.3,13.0,1.0,22.71,9.45,0.1,0.7,4,3115
736,26,291.75,253.0,22.53,45.83,9.0,1.0,21.64,7.36,0.1,0.1,1,4828
736,26,291.75,253.0,22.53,45.83,9.0,1.0,21.64,7.36,0.1,0.1,2,3812
736,26,291.75,253.0,22.53,45.83,9.0,1.0,21.64,7.36,0.1,0.1,4,4188
736,26,291.75,253.0,22.53,45.83,9.0,1.0,21.64,7.36,0.1,0.4,1,5153
736,26,291.75,253.0,22.53,45.83,9.0,1.0,21.64,7.36,0.1,0.4,2,4093
736,26,291.75,253.0,22.53,45.83,9.0,1.0,21.64,7.36,0.1,0.4,4,4790
736,26,291.75,253.0,22.53,45.83,9.0,1.0,21.64,7.36,0.1,0.7,1,5133
736,26,291.75,253.0,22.53,45.83,9.0,1.0,21.64,7.36,0.1,0.7,2,4472
736,26,291.75,253.0,22.53,45.83,9.0,1.0,21.64,7.36,0.1,0.7,4,4590
411,12,132.27,205.0,8.99,14.29,5.0,1.0,7.94,4.11,0.1,0.1,1,1401
411,12,132.27,205.0,8.99,14.29,5.0,1.0,7.94,4.11,0.1,0.1,2,1373
411,12,132.27,205.0,8.99,14.29,5.0,1.0,7.94,4.11,0.1,0.1,4,1443
411,12,132.27,205.0,8.99,14.29,5.0,1.0,7.94,4.11,0.1,0.4,1,1387
411,12,132.27,205.0,8.99,14.29,5.0,1.0,7.94,4.11,0.1,0.4,2,1354
411,12,132.27,205.0,8.99,14.29,5.0,1.0,7.94,4.11,0.1,0.4,4,1418
411,12,132.27,205.0,8.99,14.29,5.0,1.0,7.94,4.11,0.1,0.7,1,1368
411,12,132.27,205.0,8.99,14.29,5.0,1.0,7.94,4.11,0.1,0.7,2,1394
411,12,132.27,205.0,8.99,14.29,5.0,1.0,7.94,4.11,0.1,0.7,4,1345
886,12,288.62,450.0,9.09,14.54,11.0,1.0,17.17,8.86,0.1,0.1,1,1551
886,12,288.62,450.0,9.09,14.54,11.0,1.0,17.17,8.86,0.1,0.1,2,1593
886,12,288.62,450.0,9.09,14.54,11.0,1.0,17.17,8.86,0.1,0.1,4,2115
886,12,288.62,450.0,9.09,14.54,11.0,1.0,17.17,8.86,0.1,0.4,1,3800
886,12,288.62,450.0,9.09,14.54,11.0,1.0,17.17,8.86,0.1,0.4,2,4508
886,12,288.62,450.0,9.09,14.54,11.0,1.0,17.17,8.86,0.1,0.4,4,2236
886,12,288.62,450.0,9.09,14.54,11.0,1.0,17.17,8.86,0.1,0.7,1,4034
886,12,288.62,450.0,9.09,14.54,11.0,1.0,17.17,8.86,0.1,0.7,2,3822
886,12,288.62,450.0,9.09,14.54,11.0,1.0,17.17,8.86,0.1,0.7,4,12310
1895,21,761.81,729.0,16.11,30.37,18.0,1.0,40.87,18.95,0.1,0.1,1,5911
1895,21,761.81,729.0,16.11,30.37,18.0,1.0,40.87,18.95,0.1,0.1,2,4511
1895,21,761.81,729.0,16.11,30.37,18.0,1.0,40.87,18.95,0.1,0.1,4,5529
1895,21,761.81,729.0,16.11,30.37,18.0,1.0,40.87,18.95,0.1,0.4,1,6566
1895,21,761.81,729.0,16.11,30.37,18.0,1.0,40.87,18.95,0.1,0.4,2,4700
1895,21,761.81,729.0,16.11,30.37,18.0,1.0,40.87,18.95,0.1,0.4,4,5030
1895,21,761.81,729.0,16.11,30.37,18.0,1.0,40.87,18.95,0.1,0.7,1,5721
1895,21,761.81,729.0,16.11,30.37,18.0,1.0,40.87,18.95,0.1,0.7,2,4820
1895,21,761.81,729.0,16.11,30.37,18.0,1.0,40.87,18.95,0.1,0.7,4,4848
736,20,271.09,352.0,16.29,31.07,12.0,1.0,10.41,7.36,0.1,0.1,1,20537
736,20,271.09,352.0,16.29,31.07,12.0,1.0,10.41,7.36,0.1,0.1,2,15644
736,20,271.09,352.0,16.29,31.07,12.0,1.0,10.41,7.36,0.1,0.1,4,17155
736,20,271.09,352.0,16.29,31.07,12.0,1.0,10.41,7.36,0.1,0.4,1,17846
736,20,271.09,352.0,16.29,31.07,12.0,1.0,10.41,7.36,0.1,0.4,2,14995
736,20,271.09,352.0,16.29,31.07,12.0,1.0,10.41,7.36,0.1,0.4,4,14474
736,20,271.09,352.0,16.29,31.07,12.0,1.0,10.41,7.36,0.1,0.7,1,15923
736,20,271.09,352.0,16.29,31.07,12.0,1.0,10.41,7.36,0.1,0.7,2,11798
736,20,271.09,352.0,16.29,31.07,12.0,1.0,10.41,7.36,0.1,0.7,4,12453
999,26,409.17,353.0,22.27,47.21,12.0,1.0,42.19,9.99,0.1,0.1,1,7194
999,26,409.17,353.0,22.27,47.21,12.0,1.0,42.19,9.99,0.1,0.1,2,5097
999,26,409.17,353.0,22.27,47.21,12.0,1.0,42.19,9.99,0.1,0.1,4,5210
999,26,409.17,353.0,22.27,47.21,12.0,1.0,42.19,9.99,0.1,0.4,1,6316
999,26,409.17,353.0,22.27,47.21,12.0,1.0,42.19,9.99,0.1,0.4,2,4910
999,26,409.17,353.0,22.27,47.21,12.0,1.0,42.19,9.99,0.1,0.4,4,5171
999,26,409.17,353.0,22.27,47.21,12.0,1.0,42.19,9.99,0.1,0.7,1,6337
999,26,409.17,353.0,22.27,47.21,12.0,1.0,42.19,9.99,0.1,0.7,2,5600
999,26,409.17,353.0,22.27,47.21,12.0,1.0,42.19,9.99,0.1,0.7,4,5172
