@RELATION aprioriDataset
@attribute transactions numeric
@attribute items numeric
@attribute avg_transaction numeric
@attribute var_transaction numeric
@attribute avg_items numeric
@attribute var_items numeric
@attribute mediana_pca numeric
@attribute max_pca numeric
@attribute var_pca numeric
@attribute avg_pca numeric
@attribute minSup numeric
@attribute minConf numeric
@attribute workers numeric
@attribute time numeric
@data
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.1,0.7,4,11255
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.3,0.1,1,4638
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.3,0.1,2,3856
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.3,0.1,4,4216
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.3,0.4,1,4644
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.3,0.4,2,4219
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.3,0.4,4,3886
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.3,0.7,1,4563
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.3,0.7,2,3688
722,19,261.22,355.0,16.4,30.47,13.0,1.0,11.51,7.22,0.3,0.7,4,3953
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.1,0.1,1,2123
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.1,0.1,2,2225
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.1,0.1,4,2107
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.1,0.4,1,2138
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.1,0.4,2,2188
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.1,0.4,4,2122
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.1,0.7,1,2081
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.1,0.7,2,2080
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.1,0.7,4,2137
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.3,0.1,1,1752
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.3,0.1,2,1711
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.3,0.1,4,1716
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.3,0.4,1,1737
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.3,0.4,2,1951
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.3,0.4,4,1664
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.3,0.7,1,1725
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.3,0.7,2,1711
733,20,291.99,284.0,16.2,30.54,15.0,1.0,20.06,7.33,0.3,0.7,4,1688
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.1,0.1,1,2914
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.1,0.1,2,2604
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.1,0.1,4,2693
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.1,0.4,1,3417
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.1,0.4,2,2703
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.1,0.4,4,2655
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.1,0.7,1,2854
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.1,0.7,2,2563
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.1,0.7,4,2674
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.3,0.1,1,1737
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.3,0.1,2,1709
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.3,0.1,4,1734
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.3,0.4,1,2287
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.3,0.4,2,1725
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.3,0.4,4,1766
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.3,0.7,1,1734
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.3,0.7,2,1685
725,20,293.95,292.0,16.1,30.48,10.0,1.0,20.18,7.25,0.3,0.7,4,1733
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.1,0.1,1,68527
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.1,0.1,2,52009
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.1,0.1,4,54762
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.1,0.4,1,58388
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.1,0.4,2,42580
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.1,0.4,4,42367
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.1,0.7,1,55637
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.1,0.7,2,40805
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.1,0.7,4,40612
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.3,0.1,1,8791
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.3,0.1,2,6387
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.3,0.1,4,7105
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.3,0.4,1,9887
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.3,0.4,2,6548
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.3,0.4,4,6992
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.3,0.7,1,8291
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.3,0.7,2,6394
728,21,233.15,374.0,16.11,30.95,14.0,1.0,9.36,7.28,0.3,0.7,4,8101
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.1,0.1,1,70922
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.1,0.1,2,55622
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.1,0.1,4,51146
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.1,0.4,1,57229
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.1,0.4,2,42052
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.1,0.4,4,42672
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.1,0.7,1,51823
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.1,0.7,2,35841
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.1,0.7,4,36230
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.3,0.1,1,7315
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.3,0.1,2,5707
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.3,0.1,4,6034
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.3,0.4,1,7394
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.3,0.4,2,5439
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.3,0.4,4,6223
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.3,0.7,1,7779
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.3,0.7,2,5468
727,21,231.08,371.0,16.27,31.02,13.0,1.0,10.38,7.27,0.3,0.7,4,5671
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.1,0.1,1,17670
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.1,0.1,2,14212
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.1,0.1,4,15485
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.1,0.4,1,16236
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.1,0.4,2,13334
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.1,0.4,4,13153
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.1,0.7,1,14293
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.1,0.7,2,11449
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.1,0.7,4,11267
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.3,0.1,1,4934
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.3,0.1,2,4016
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.3,0.1,4,4299
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.3,0.4,1,4840
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.3,0.4,2,4021
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.3,0.4,4,4054
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.3,0.7,1,4902
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.3,0.7,2,3828
721,20,266.22,338.0,16.22,30.8,12.0,1.0,10.76,7.21,0.3,0.7,4,4176
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.1,0.1,1,75987
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.1,0.1,2,50285
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.1,0.1,4,54722
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.1,0.4,1,68869
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.1,0.4,2,46401
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.1,0.4,4,47368
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.1,0.7,1,64059
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.1,0.7,2,42067
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.1,0.7,4,44794
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.3,0.1,1,5722
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.3,0.1,2,4292
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.3,0.1,4,4872
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.3,0.4,1,5701
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.3,0.4,2,4379
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.3,0.4,4,5177
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.3,0.7,1,5727
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.3,0.7,2,4473
737,21,237.38,372.0,16.23,30.48,12.5,1.0,9.98,7.37,0.3,0.7,4,4655
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.1,0.1,1,19256
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.1,0.1,2,16092
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.1,0.1,4,16258
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.1,0.4,1,17448
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.1,0.4,2,14130
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.1,0.4,4,14092
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.1,0.7,1,15306
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.1,0.7,2,12007
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.1,0.7,4,12249
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.3,0.1,1,4837
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.3,0.1,2,3776
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.3,0.1,4,4525
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.3,0.4,1,4460
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.3,0.4,2,3714
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.3,0.4,4,3948
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.3,0.7,1,4546
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.3,0.7,2,3651
745,20,267.41,348.0,16.47,30.37,13.5,1.0,10.93,7.45,0.3,0.7,4,3841
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.1,0.1,1,83869
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.1,0.1,2,64393
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.1,0.1,4,67908
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.1,0.4,1,81787
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.1,0.4,2,58749
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.1,0.4,4,58953
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.1,0.7,1,72058
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.1,0.7,2,51290
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.1,0.7,4,53617
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.3,0.1,1,6516
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.3,0.1,2,4721
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.3,0.1,4,5083
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.3,0.4,1,6034
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.3,0.4,2,4766
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.3,0.4,4,4907
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.3,0.7,1,5912
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.3,0.7,2,4664
735,21,227.11,374.0,16.24,30.66,11.0,1.0,9.52,7.35,0.3,0.7,4,5048
